entry-date,start-date,end-date,reference,name,organisations,local-plan,document-url,documentation-url,notes,description,document-types
2024-10-02,,,london-borough-of-islington-local-plan-2023-1,Strategic and Development Management policies,local-authority:ISL,london-borough-of-islington-local-plan-2023,https://www.islington.gov.uk:443/-/media/sharepoint-lists/public-records/planningandbuildingcontrol/publicity/publicconsultation/20232024/islington-council-local-plan-strategic-and-development-management-policies.pdf?la=en&hash=87580E35EA21B2221918960F570CD1CC3CEFFE6B,https://www.islington.gov.uk/planning/planning-policy/islington-local-plan,,,local-plan
2024-10-02,,,london-borough-of-islington-local-plan-2023-2,Site Allocations,local-authority:ISL,london-borough-of-islington-local-plan-2023,https://www.islington.gov.uk:443/-/media/sharepoint-lists/public-records/planningandbuildingcontrol/publicity/publicconsultation/20232024/islington-council-local-plan-site-allocations.pdf?la=en&hash=98007803BDD179C372CCFA9529DB4A764896AD48,https://www.islington.gov.uk/planning/planning-policy/islington-local-plan,,,local-plan;site-allocations
2024-10-02,,,london-borough-of-islington-local-plan-2023-3,Bunhill and Clerkenwell Area Action Plan,local-authority:ISL,london-borough-of-islington-local-plan-2023,https://www.islington.gov.uk:443/-/media/sharepoint-lists/public-records/planningandbuildingcontrol/publicity/publicconsultation/20232024/islington-council-local-plan-bunhill-and-clerkenwell-area-action-plan.pdf?la=en&hash=5C0A108521E44C81CF01CA6F63761E8196892278,https://www.islington.gov.uk/planning/planning-policy/islington-local-plan,,,area-action-plan
2024-10-02,,,london-borough-of-islington-local-plan-2023-4,Policies Map,local-authority:ISL,london-borough-of-islington-local-plan-2023,https://www.islington.gov.uk:443/-/media/sharepoint-lists/public-records/planningandbuildingcontrol/publicity/publicconsultation/20232024/islington-local-plan-policies-map-adopted-28-september-2023.pdf?la=en&hash=AE1E57D7EC33433C18F6ECEB34488366E6C9FD32,https://www.islington.gov.uk/planning/planning-policy/islington-local-plan,,,policies-map
2024-10-02,,,london-borough-of-islington-local-plan-2023-6,Local Development Scheme,local-authority:ISL,london-borough-of-islington-local-plan-2023,https://www.islington.gov.uk:443/-/media/sharepoint-lists/public-records/planningandbuildingcontrol/publicity/publicnotices/20222023/lds_march2023.pdf?la=en&hash=0974D4D353578D1FA122D9D7BB596736A56FD236,https://www.islington.gov.uk/planning/planning-policy/islington-local-plan,,,local-development-scheme
2024-10-02,,,london-borough-of-redbridge-local-plan-2015-1,Redbridge Local Plan 2015-2030,local-authority:RDB,london-borough-of-redbridge-local-plan-2015,https://www.redbridge.gov.uk/media/9993/10-redbridgelocal-plan_070318_web-1_tp.pdf,https://www.redbridge.gov.uk/planning-and-building/planning-policy/local-plan/,,,local-plan
2024-10-02,,,london-borough-of-sutton-local-plan-2018-1,Sutton Local Plan (2018),local-authority:STN,london-borough-of-sutton-local-plan-2018,https://www.sutton.gov.uk/documents/20124/864129/1.+Sutton+Local+Plan+%28Adopted+2018%29.pdf/57903d66-57ad-bf28-857d-8c8e779fc3ce?t=1678268850847,https://www.sutton.gov.uk/w/the-local-plan,,,local-plan
2024-10-02,,,london-borough-of-sutton-local-plan-2018-8,Inspector's Report,local-authority:STN,london-borough-of-sutton-local-plan-2018,https://www.sutton.gov.uk/documents/20124/864129/Inspector%27s+Report+-+Sutton+Local+Plan.pdf/4207ba7d-c552-89f6-1065-bb94a78a5933?t=1661352092901,https://www.sutton.gov.uk/w/the-local-plan,,,inspectors-report
2024-10-02,,,maidstone-borough-council-local-plan-2021-1,Maidstone Borough Council Local Plan Review 2021-2038,local-authority:MAI,maidstone-borough-council-local-plan-2021,https://drive.google.com/file/d/1QSkRhBDxcBFEFtlTb62_lWB50yq7VOj0/view?usp=sharing,https://localplan.maidstone.gov.uk/home/local-plan-review,,,local-plan
2024-10-02,,,mansfield-district-council-local-plan-2013-1,Mansfield District Local Plan 2013-2033,local-authority:MAS,mansfield-district-council-local-plan-2013,https://www.mansfield.gov.uk/downloads/file/1645/mdc-adopted-local-plan-2020,https://www.mansfield.gov.uk/local-plan/adopted-local-plan-2013-2033,,,local-plan
2024-11-25,,,merton-local-plan-2024-2037-38,Merton Local Plan 2024 – 2037/38,local-authority:MRT,local-plan-2020,https://drive.google.com/uc?export=download&id=1SYkiNKoK7W-3xmJ5G3_piSbV31U9x0vV&.pdf,https://www.merton.gov.uk/planning-and-buildings/planning/local-plan/newlocalplan/whole-local-plan,,,local-plan
2024-11-25,,,new-local-plan-issues-options-regulation-18,New Local Plan - Issues & Options (Regulation 18),local-authority:HAO,harborough-new-local-plan-2020-2041,https://harborough.oc2.uk/document/58,https://harborough.oc2.uk/document/58/5666#topofdoc,,,local-plan
2024-11-04,,,planning-for-schools-dpd,Planning for Schools DPD,local-authority:EAL,development-strategy-2026,https://www.ealing.gov.uk/download/downloads/id/19451/planning_for_schools_dpd.pdf,https://www.ealing.gov.uk/info/201162/planning_policy/3124/development_plan,,,
2024-11-25,,,policies-map,Policies Map,local-authority:BNS,barnsley-metropolitan-borough-council-local-plan-2019,https://www.barnsley.gov.uk/media/17579/local-plan-adopted-policies-map.pdf,https://www.barnsley.gov.uk/services/planning-and-buildings/local-planning-and-development/our-local-plan/barnsleys-local-plan/,,,policies-map
2024-11-25,,,policies-map,Policies map,local-authority:MSS,mid-sussex-district-plan-2021-2039,https://shared.xmap.cloud/?map=a1afad0b-1939-41c9-ba1f-67b0962adeb1,https://www.midsussex.gov.uk/planning-building/mid-sussex-district-plan/district-plan-review,,,policies-map
2024-11-25,,,policies-map,Policies Map,local-authority:BAN,basingstoke-and-deane-borough-council-local-plan-2011,https://www.basingstoke.gov.uk/content/page/45145/BASINGSTOKE%20POLICIES%20MAP.pdf,https://www.basingstoke.gov.uk/adopted-policies-map,,,policies-map
2024-11-25,,,policies-map,Policies Map,local-authority:CAN,cannock-chase-district-council-local-plan-2006,https://experience.arcgis.com/experience/b1d9785310f04b5083e04a114facf464/page/Page-1/,https://www.cannockchasedc.gov.uk/residents/planning-and-building-control/planning-policy/cannock-chase-local-plan,,Adopted policies map for Cannock Chase,policies-map
2024-11-25,,,policies-map,Policies Map,local-authority:BAE,bassetlaw-district-council-local-plan-2020,https://www.bassetlaw.gov.uk/media/rpubkcae/bassetlaw.pdf,https://www.bassetlaw.gov.uk/planning-and-building/bassetlaw-local-plan-2020-2038/bassetlaw-local-plan-2020-2038-adoption/bassetlaw-local-plan-policies-map/,,,policies-map
2024-11-25,,,policies-maps,Policies Maps,local-authority:CBF,central-bedfordshire-council-local-plan-2015,https://centralbedfordshirecouncil.sharepoint.com/sites/Communications/Website%20and%20intranet/Forms/AllItems.aspx?id=%2Fsites%2FCommunications%2FWebsite%20and%20intranet%2FWebsite%20Documents%2FPlanning%2FLocal%20Plan%2FLocal%20Plan%20Documents%2F15%5F%20Adoption%20documents%2F3%5F%20Local%20Plan%20%2D%20Policies%20Maps&p=true&ga=1,https://www.centralbedfordshire.gov.uk/info/153/central_bedfordshire_local_plan_2015_to_2035/1034/adopted_local_plan,,,policies-map
2024-11-25,,,proposals-map,Proposals Map,local-authority:CAT,canterbury-district-local-plan,https://mapping.canterbury.gov.uk/webapps/Local_Plan_Proposals_2017/,https://www.canterbury.gov.uk/planning-and-building/planning-policies/adopted-local-plan,,A proposals map showing the allocated areas for development,policies-map
2024-11-06,,,proposed-policies-map-january-2023,Proposed Policies Map January 2023,local-authority:LEW,london-borough-of-lewisham-local-plan-2020,https://lewisham.gov.uk/-/media/reg-19-proposed-policies-map-accessible.pdf,https://lewisham.gov.uk/myservices/planning/policy/planning/current-and-future-consultations,,,policies-map
2024-11-25,,,report-on-the-examination-of-the-central-bedfordshire-local-plan,Report on the Examination of the Central Bedfordshire Local Plan,local-authority:CBF,central-bedfordshire-council-local-plan-2015,https://centralbedfordshirecouncil.sharepoint.com/sites/Communications/Website%20and%20intranet/Forms/AllItems.aspx?ga=1&id=%2Fsites%2FCommunications%2FWebsite%20and%20intranet%2FWebsite%20Documents%2FPlanning%2FLocal%20Plan%2FLocal%20Plan%20Documents%2F15%5F%20Adoption%20documents%2F4%5F%20Inspectors%27%20report%2FThe%20Planning%20Inspectorate%20Report%20to%20Central%20Bedfordshire%20Council%20%2Epdf&parent=%2Fsites%2FCommunications%2FWebsite%20and%20intranet%2FWebsite%20Documents%2FPlanning%2FLocal%20Plan%2FLocal%20Plan%20Documents%2F15%5F%20Adoption%20documents%2F4%5F%20Inspectors%27%20report,https://www.centralbedfordshire.gov.uk/info/153/central_bedfordshire_local_plan_2015_to_2035/1034/adopted_local_plan,,,inspectors-report
2024-11-25,,,report-on-the-examination-of-the-central-bedfordshire-local-plan-central-bedfordshire-council-local-plan-2015,Report on the Examination of the Central Bedfordshire Local Plan,local-authority:CBF,central-bedfordshire-council-local-plan-2015,https://centralbedfordshirecouncil.sharepoint.com/sites/Communications/Website%20and%20intranet/Forms/AllItems.aspx?ga=1&id=%2Fsites%2FCommunications%2FWebsite%20and%20intranet%2FWebsite%20Documents%2FPlanning%2FLocal%20Plan%2FLocal%20Plan%20Documents%2F15%5F%20Adoption%20documents%2F4%5F%20Inspectors%27%20report%2FThe%20Planning%20Inspectorate%20Report%20to%20Central%20Bedfordshire%20Council%20%2Epdf&parent=%2Fsites%2FCommunications%2FWebsite%20and%20intranet%2FWebsite%20Documents%2FPlanning%2FLocal%20Plan%2FLocal%20Plan%20Documents%2F15%5F%20Adoption%20documents%2F4%5F%20Inspectors%27%20report,https://www.centralbedfordshire.gov.uk/info/153/central_bedfordshire_local_plan_2015_to_2035/1034/adopted_local_plan,,,inspectors-report
2024-10-02,,,south-cambridgeshire-district-council-local-plan-2018-1,Adoption Statement,local-authority:SCA,south-cambridgeshire-district-council-local-plan-2018,https://www.scambs.gov.uk/media/17751/south-cambridgeshire-local-plan-2018-adoption-statement.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,,,adoption-statement
2024-10-02,,,south-cambridgeshire-district-council-local-plan-2018-16,Errata to South Cambridgeshire Local Plan (2018),local-authority:SCA,south-cambridgeshire-district-council-local-plan-2018,https://www.scambs.gov.uk/media/17817/errata-to-south-cambridgeshire-local-plan-2018.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,,,local-plan
2024-10-02,,,south-cambridgeshire-district-council-local-plan-2018-17,Policy Review of the Adopted Local Plans for Greater Cambridge (June 2023),local-authority:SCA,south-cambridgeshire-district-council-local-plan-2018,https://www.greatercambridgeplanning.org/media/2801/greater-cambridge-5-year-review-of-adopted-local-plan-policies.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,,,local-plan-review
2024-10-02,,,south-cambridgeshire-district-council-local-plan-2018-18,Inspectors Report,local-authority:SCA,south-cambridgeshire-district-council-local-plan-2018,https://www.scambs.gov.uk/media/17450/scdc-local-plan-final-report-2018.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,,,inspectors-report
2024-10-02,,,south-cambridgeshire-district-council-local-plan-2018-19,Schedule of Main Modifications,local-authority:SCA,south-cambridgeshire-district-council-local-plan-2018,https://www.scambs.gov.uk/media/12103/south-cambs-report-appendix-1.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,,,
2024-10-02,,,south-cambridgeshire-district-council-local-plan-2018-2,South Cambridgeshire Local Plan,local-authority:SCA,south-cambridgeshire-district-council-local-plan-2018,https://www.scambs.gov.uk/media/17793/south-cambridgeshire-adopted-local-plan-2018.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,,,local-plan
2024-10-02,,,south-cambridgeshire-district-council-local-plan-2018-21,Appendix 1 of the Inspectors Report,local-authority:SCA,south-cambridgeshire-district-council-local-plan-2018,https://www.scambs.gov.uk/media/12103/south-cambs-report-appendix-1.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,,,inspectors-report
2024-10-02,,,south-cambridgeshire-district-council-local-plan-2018-22,Additional Modifications,local-authority:SCA,south-cambridgeshire-district-council-local-plan-2018,https://www.scambs.gov.uk/media/12566/schedule-of-additional-mods-sept-2018.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,,,
2024-10-02,,,south-cambridgeshire-district-council-local-plan-2018-26,Schedule of Main Modifications,local-authority:SCA,south-cambridgeshire-district-council-local-plan-2018,https://www.scambs.gov.uk/media/12103/south-cambs-report-appendix-1.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,,,
2024-10-02,,,south-cambridgeshire-district-council-local-plan-2018-3,Errata to South Cambridgeshire Local Plan (2018),local-authority:SCA,south-cambridgeshire-district-council-local-plan-2018,https://www.scambs.gov.uk/media/18045/errata-to-south-cambridgeshire-local-plan-2018-oct-2019-amendments.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,,,local-plan
2024-10-02,,,south-cambridgeshire-district-council-local-plan-2018-38,Schedule of Additional Modifications,local-authority:SCA,south-cambridgeshire-district-council-local-plan-2018,https://www.scambs.gov.uk/media/17748/schedule-of-additional-modification-sept-2018.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,,,
2024-10-02,,,south-cambridgeshire-district-council-local-plan-2018-39,Sustainability Appraisal Adoption Statement,local-authority:SCA,south-cambridgeshire-district-council-local-plan-2018,https://www.scambs.gov.uk/media/12567/r1700002275_-south-cambridgeshire-sa-adoption-statement.pdf,https://www.scambs.gov.uk/planning/local-plan-and-neighbourhood-planning/the-adopted-development-plan/south-cambridgeshire-local-plan-2018,,,adoption-statement;sustainability-appraisal
2024-10-02,,,staffordshire-moorlands-district-council-local-plan-2014-10,Sustainability Appraisal Post Adoption Statement September 2020,local-authority:STF,staffordshire-moorlands-district-council-local-plan-2014,https://www.staffsmoorlands.gov.uk/media/6163/SA-Post-Adoption-Statement---Final/pdf/SA_Post_Adoption_Statement_-_Final.pdf?m=1601645143143,https://www.staffsmoorlands.gov.uk/localplan,,,sustainability-apprasial
2024-10-02,,,staffordshire-moorlands-district-council-local-plan-2014-11,Sustainability Appraisal Submission Version February 2018,local-authority:STF,staffordshire-moorlands-district-council-local-plan-2014,https://www.staffsmoorlands.gov.uk/media/6164/SA-Report-05.02.18/pdf/SA_Report_05.02.18.pdf?m=1601645143383,https://www.staffsmoorlands.gov.uk/localplan,,,sustainability-apprasial
2024-10-02,,,staffordshire-moorlands-district-council-local-plan-2014-12,Sustainability Appraisal of the Staffordshire Moorlands Local Plan Proposed Main Modifications,local-authority:STF,staffordshire-moorlands-district-council-local-plan-2014,https://www.staffsmoorlands.gov.uk/media/6166/Sustainability-Appraisal-of-main-modifications/pdf/Sustainability_Appraisal_of_main_modifications.pdf?m=1601645143877,https://www.staffsmoorlands.gov.uk/localplan,,,sustainability-apprasial
2024-10-02,,,staffordshire-moorlands-district-council-local-plan-2014-2,Staffordshire Moorlands Local Plan,local-authority:STF,staffordshire-moorlands-district-council-local-plan-2014,https://www.staffsmoorlands.gov.uk/media/6155/Adopted-Local-Plan/pdf/Adopted_Local_Plan.pdf?m=1601645140880,https://www.staffsmoorlands.gov.uk/localplan,,,local-plan
2024-10-02,,,staffordshire-moorlands-district-council-local-plan-2014-3,Adoption statement,local-authority:STF,staffordshire-moorlands-district-council-local-plan-2014,https://www.staffsmoorlands.gov.uk/media/6156/adoption-statement/pdf/adoption_statement.pdf?m=1601645141177,https://www.staffsmoorlands.gov.uk/localplan,,,adoption-statement
2024-10-02,,,staffordshire-moorlands-district-council-local-plan-2014-4,Inspector's final report,local-authority:STF,staffordshire-moorlands-district-council-local-plan-2014,https://www.staffsmoorlands.gov.uk/media/6161/Inspectors-final-report/pdf/Inspectors_final_report.pdf?m=1601645142637,https://www.staffsmoorlands.gov.uk/localplan,,,inspectors-report
2024-10-02,,,staffordshire-moorlands-district-council-local-plan-2014-5,Annex to Inspector's report - schedule of main modifications,local-authority:STF,staffordshire-moorlands-district-council-local-plan-2014,https://www.staffsmoorlands.gov.uk/media/6157/Annex-to-Inspectors-report---schedule-of-main-modifications/pdf/Annex_to_Inspectors_report_-_schedule_of_main_modifications.pdf?m=1601645141410,https://www.staffsmoorlands.gov.uk/localplan,,,inspectors-report
2024-10-02,,,staffordshire-moorlands-district-council-local-plan-2014-6,Appendix 2 SA report Biddulph options June 2019,local-authority:STF,staffordshire-moorlands-district-council-local-plan-2014,https://www.staffsmoorlands.gov.uk/media/6158/Appendix-2-SA-report-Biddulph-options-June-2019/pdf/Appendix_2_SA_report_Biddulph_options_June_2019.pdf?m=1601645141647,https://www.staffsmoorlands.gov.uk/localplan,,,sustainability-apprasial
2024-10-02,,,staffordshire-moorlands-district-council-local-plan-2014-7,Equalities Impact Assessment,local-authority:STF,staffordshire-moorlands-district-council-local-plan-2014,https://www.staffsmoorlands.gov.uk/media/6159/Equalities-Impact-Assessment/pdf/Equalities_Impact_Assessment.pdf?m=1601645142040,https://www.staffsmoorlands.gov.uk/localplan,,,
2024-10-02,,,staffordshire-moorlands-district-council-local-plan-2014-8,Further Additional Modifications September 2020,local-authority:STF,staffordshire-moorlands-district-council-local-plan-2014,https://www.staffsmoorlands.gov.uk/media/6160/Further-AMs/pdf/Further_AMs.pdf?m=1601645142390,https://www.staffsmoorlands.gov.uk/localplan,,,
2024-10-02,,,staffordshire-moorlands-district-council-local-plan-2014-9,Revised additional modifications,local-authority:STF,staffordshire-moorlands-district-council-local-plan-2014,https://www.staffsmoorlands.gov.uk/media/6162/Revised-additional-modifications/pdf/Revised_additional_modifications.pdf?m=1601645142887,https://www.staffsmoorlands.gov.uk/localplan,,,
2024-11-25,,,strategic-policies-spatial-strategy,Strategic Policies: Spatial Strategy,local-authority:HAO,harborough-new-local-plan-2020-2041,https://harborough.oc2.uk/document/58/5661,https://harborough.oc2.uk/document/58/5666#topofdoc,,,policies-map
2024-11-25,,,sustainability-and-equalities-impact-appraisal-december-2017-eb204,"Sustainability and Equalities Impact Appraisal, December 2017 (EB204)",local-authority:EPP,epping-forest-district-local-plan,https://www.eppingforestdc.gov.uk/wp-content/uploads/2024/02/EB204-Sustainability-and-Equalities-Impact-Appraisal-AECOM-December-2017.pdf,https://www.eppingforestdc.gov.uk/planning-and-building/planning-policy/adopted-local-plan-march-2023/,,,sustainability-appraisal
2024-11-25,,,sustainability-appraisal,Sustainability Appraisal,local-authority:BIR,the-birmingham-plan-bdp-update,https://www.birmingham.gov.uk/downloads/file/5432/final_revised_sustainability_report_june_2015,https://www.birmingham.gov.uk/downloads/download/1139/adopted_birmingham_development_plan,,,sustainability-appraisal
2024-11-25,,,sustainability-appraisal-report-addendum-june-2021-ed128-eb210,"Sustainability Appraisal Report Addendum, June 2021 (ED128/ EB210)",local-authority:EPP,epping-forest-district-local-plan,https://www.eppingforestdc.gov.uk/wp-content/uploads/2024/02/EB210-Epping-Forest-District-Sustainability-Report-Addendum-June-2021.pdf,https://www.eppingforestdc.gov.uk/planning-and-building/planning-policy/adopted-local-plan-march-2023/,,,sustainability-appraisal
2024-11-25,,,sustainability-appraisal-report-addendum-october-2022-ed148-eb214-pdf,Sustainability Appraisal Report Addendum October 2022 (ED148 / EB214) (pdf ),local-authority:EPP,epping-forest-district-local-plan,https://www.eppingforestdc.gov.uk/wp-content/uploads/2024/07/ED148-Sustainability-Appraisal-Addendum-Oct-22.pdf,https://www.eppingforestdc.gov.uk/planning-and-building/planning-policy/adopted-local-plan-march-2023/,,,sustainability-appraisal
2024-11-25,,,the-castle-point-local-plan-2023-43-issues-options-consultation,The Castle Point Local Plan 2023-43 - Issues & Options Consultation,local-authority:CAS,the-castle-point-plan,https://consultation.castlepoint.gov.uk/planning/castle-point-plan-issues-and-options/user_uploads/issues-and-options-consultation-document-final.pdf,https://consultation.castlepoint.gov.uk/planning/castle-point-plan-issues-and-options/,,,local-plan
2024-10-02,,,thurrock-council-local-plan-2015-2,Core Strategy and Policies for Management of Development (as amended) Adopted January 2015,local-authority:THR,thurrock-council-local-plan-2015,https://www.thurrock.gov.uk/sites/default/files/assets/documents/core_strategy_adopted_2011_amended_2015.pdf,https://www.thurrock.gov.uk/current-development-plan/core-strategy-local-plan,,,core-strategy
2024-10-02,,,thurrock-council-local-plan-2015-3,"Core Strategy NPPF focused review, adopted January 2015 - adoption statement",local-authority:THR,thurrock-council-local-plan-2015,https://www.thurrock.gov.uk/sites/default/files/assets/documents/core_strategy_focused_review_nppf_adopted_20150128_statement.pdf,https://www.thurrock.gov.uk/current-development-plan/core-strategy-local-plan,,,adoption-statement
2024-10-02,,,thurrock-council-local-plan-2015-4,"Core Strategy NPPF focused review proposed submission draft, sustainability appraisal addendum",local-authority:THR,thurrock-council-local-plan-2015,https://www.thurrock.gov.uk/sites/default/files/assets/documents/core_strategy_focused_review_nppf_adopted_20150128_sa_add.pdf,https://www.thurrock.gov.uk/current-development-plan/core-strategy-local-plan,,,sustainability-apprasial
2024-10-02,,,thurrock-council-local-plan-2015-5,Core strategy adopted map - west,local-authority:THR,thurrock-council-local-plan-2015,https://www.thurrock.gov.uk/sites/default/files/assets/documents/core-strategy_adopted-2011-map-1west-v01.pdf,https://www.thurrock.gov.uk/current-development-plan/core-strategy-local-plan,,,policies-map
2024-10-02,,,thurrock-council-local-plan-2015-6,"Core strategy adopted map - east, part 1",local-authority:THR,thurrock-council-local-plan-2015,https://www.thurrock.gov.uk/sites/default/files/assets/documents/core-strategy_adopted-2011-map-2east1-v01.pdf,https://www.thurrock.gov.uk/current-development-plan/core-strategy-local-plan,,,policies-map
2024-10-02,,,thurrock-council-local-plan-2015-7,"Core strategy adopted map - east, part 2",local-authority:THR,thurrock-council-local-plan-2015,https://www.thurrock.gov.uk/sites/default/files/assets/documents/core-strategy_adopted-2011-map-3east2-v01.pdf,https://www.thurrock.gov.uk/current-development-plan/core-strategy-local-plan,,,policies-map
2024-10-02,,,thurrock-council-local-plan-2015-8,Core strategy adopted map - key,local-authority:THR,thurrock-council-local-plan-2015,https://www.thurrock.gov.uk/sites/default/files/assets/documents/core-strategy_adopted-2011-map-4key-v01.pdf,https://www.thurrock.gov.uk/current-development-plan/core-strategy-local-plan,,,policies-map
